
---------- Begin Simulation Statistics ----------
simSeconds                                  23.758731                       # Number of seconds simulated (Second)
simTicks                                 23758730710443                       # Number of ticks simulated (Tick)
finalTick                                117321017307237                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                  20517.39                       # Real time elapsed on the host (Second)
hostTickRate                               1157980352                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    3853036                       # Number of bytes of host memory used (Byte)
simInsts                                  19691035762                       # Number of instructions simulated (Count)
simOps                                    34990718536                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   959724                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                    1705418                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
board.apicbridge.power_state.pwrStateResidencyTicks::UNDEFINED 117321017307237                       # Cumulative time (in ticks) in various power states (Tick)
board.bridge.power_state.pwrStateResidencyTicks::UNDEFINED 117321017307237                       # Cumulative time (in ticks) in various power states (Tick)
board.cache_hierarchy.membus.transDist::ReadReq    143007549                       # Transaction distribution (Count)
board.cache_hierarchy.membus.transDist::ReadResp    425223962                       # Transaction distribution (Count)
board.cache_hierarchy.membus.transDist::WriteReq       110556                       # Transaction distribution (Count)
board.cache_hierarchy.membus.transDist::WriteResp       110556                       # Transaction distribution (Count)
board.cache_hierarchy.membus.transDist::WritebackDirty      1689968                       # Transaction distribution (Count)
board.cache_hierarchy.membus.transDist::CleanEvict    280903280                       # Transaction distribution (Count)
board.cache_hierarchy.membus.transDist::UpgradeReq      1639147                       # Transaction distribution (Count)
board.cache_hierarchy.membus.transDist::ReadExReq      1092153                       # Transaction distribution (Count)
board.cache_hierarchy.membus.transDist::ReadExResp      1062107                       # Transaction distribution (Count)
board.cache_hierarchy.membus.transDist::ReadSharedReq    282216413                       # Transaction distribution (Count)
board.cache_hierarchy.membus.pktCount_board.apicbridge.mem_side_port::board.processor.start0.core.interrupts.int_responder          254                       # Packet count per connected requestor and responder (Count)
board.cache_hierarchy.membus.pktCount_board.apicbridge.mem_side_port::board.processor.start1.core.interrupts.int_responder         1408                       # Packet count per connected requestor and responder (Count)
board.cache_hierarchy.membus.pktCount_board.apicbridge.mem_side_port::total         1662                       # Packet count per connected requestor and responder (Count)
board.cache_hierarchy.membus.pktCount_board.l3cache.mem_side_port::board.bridge.cpu_side_port       188392                       # Packet count per connected requestor and responder (Count)
board.cache_hierarchy.membus.pktCount_board.l3cache.mem_side_port::board.memory.mem_ctrl0.port    464533030                       # Packet count per connected requestor and responder (Count)
board.cache_hierarchy.membus.pktCount_board.l3cache.mem_side_port::board.memory.mem_ctrl1.port    386286451                       # Packet count per connected requestor and responder (Count)
board.cache_hierarchy.membus.pktCount_board.l3cache.mem_side_port::board.processor.start0.core.interrupts.pio        47812                       # Packet count per connected requestor and responder (Count)
