
---------- Begin Simulation Statistics ----------
simSeconds                                  22.230394                       # Number of seconds simulated (Second)
simTicks                                 22230394302717                       # Number of ticks simulated (Tick)
finalTick                                116196691296033                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                  23069.46                       # Real time elapsed on the host (Second)
hostTickRate                                963628821                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    3878640                       # Number of bytes of host memory used (Byte)
simInsts                                  24919583387                       # Number of instructions simulated (Count)
simOps                                    43472537677                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                  1080198                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                    1884420                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
board.apicbridge.power_state.pwrStateResidencyTicks::UNDEFINED 116196691296033                       # Cumulative time (in ticks) in various power states (Tick)
board.bridge.power_state.pwrStateResidencyTicks::UNDEFINED 116196691296033                       # Cumulative time (in ticks) in various power states (Tick)
board.cache_hierarchy.membus.transDist::ReadReq    109682338                       # Transaction distribution (Count)
board.cache_hierarchy.membus.transDist::ReadResp    188407622                       # Transaction distribution (Count)
board.cache_hierarchy.membus.transDist::WriteReq       204918                       # Transaction distribution (Count)
board.cache_hierarchy.membus.transDist::WriteResp       204918                       # Transaction distribution (Count)
board.cache_hierarchy.membus.transDist::WritebackDirty     22090324                       # Transaction distribution (Count)
board.cache_hierarchy.membus.transDist::CleanEvict     69111352                       # Transaction distribution (Count)
board.cache_hierarchy.membus.transDist::UpgradeReq        73598                       # Transaction distribution (Count)
board.cache_hierarchy.membus.transDist::ReadExReq     13372401                       # Transaction distribution (Count)
board.cache_hierarchy.membus.transDist::ReadExResp     13367728                       # Transaction distribution (Count)
board.cache_hierarchy.membus.transDist::ReadSharedReq     78725284                       # Transaction distribution (Count)
board.cache_hierarchy.membus.pktCount_board.apicbridge.mem_side_port::board.processor.start0.core.interrupts.int_responder         2604                       # Packet count per connected requestor and responder (Count)
board.cache_hierarchy.membus.pktCount_board.apicbridge.mem_side_port::board.processor.start1.core.interrupts.int_responder         7502                       # Packet count per connected requestor and responder (Count)
board.cache_hierarchy.membus.pktCount_board.apicbridge.mem_side_port::total        10106                       # Packet count per connected requestor and responder (Count)
board.cache_hierarchy.membus.pktCount_board.l3cache.mem_side_port::board.bridge.cpu_side_port       544850                       # Packet count per connected requestor and responder (Count)
board.cache_hierarchy.membus.pktCount_board.l3cache.mem_side_port::board.memory.mem_ctrl0.port    137798308                       # Packet count per connected requestor and responder (Count)
board.cache_hierarchy.membus.pktCount_board.l3cache.mem_side_port::board.memory.mem_ctrl1.port    137667663                       # Packet count per connected requestor and responder (Count)
board.cache_hierarchy.membus.pktCount_board.l3cache.mem_side_port::board.processor.start0.core.interrupts.pio        49366                       # Packet count per connected requestor and responder (Count)
board.cache_hierarchy.membus.pktCount_board.l3cache.mem_side_port::board.processor.start1.core.interrupts.pio        52440                       # Packet count per connected requestor and responder (Count)
